ensembl_gene_id,external_gene_name,mmusculus_homolog_ensembl_gene,mmusculus_homolog_associated_gene_name,mmusculus_homolog_orthology_type,mmusculus_homolog_orthology_confidence
ENSG00000165714,BORCS5,ENSMUSG00000042992,Borcs5,ortholog_one2one,1
ENSG00000007402,CACNA2D2,ENSMUSG00000010066,Cacna2d2,ortholog_one2one,1
ENSG00000141837,CACNA1A,ENSMUSG00000034656,Cacna1a,ortholog_one2one,1
ENSG00000175866,BAIAP2,ENSMUSG00000025372,Baiap2,ortholog_one2one,1
ENSG00000184743,ATL3,ENSMUSG00000024759,Atl3,ortholog_one2one,1
ENSG00000179021,C3orf38,ENSMUSG00000059920,4930453N24Rik,ortholog_one2one,1
ENSG00000113966,ARL6,ENSMUSG00000022722,Arl6,ortholog_one2one,1
ENSG00000113734,BNIP1,ENSMUSG00000024191,Bnip1,ortholog_one2one,1
ENSG00000108666,C17orf75,ENSMUSG00000057181,5730455P16Rik,ortholog_one2one,1
ENSG00000110046,ATG2A,ENSMUSG00000024773,Atg2a,ortholog_one2one,1
ENSG00000177556,ATOX1,ENSMUSG00000018585,Atox1,ortholog_one2one,1
ENSG00000167601,AXL,ENSMUSG00000002602,Axl,ortholog_one2one,1
ENSG00000183111,ARHGEF37,ENSMUSG00000045094,Arhgef37,ortholog_one2one,1
ENSG00000063180,CA11,ENSMUSG00000003273,Car11,ortholog_one2one,1
ENSG00000185305,ARL15,ENSMUSG00000042348,Arl15,ortholog_one2one,1
ENSG00000126581,BECN1,ENSMUSG00000035086,Becn1,ortholog_one2one,1
ENSG00000175414,ARL10,ENSMUSG00000025870,Arl10,ortholog_one2one,1
ENSG00000213465,ARL2,ENSMUSG00000024944,Arl2,ortholog_one2one,1
ENSG00000167654,ATCAY,ENSMUSG00000034958,Atcay,ortholog_one2one,1
ENSG00000178074,C2orf69,ENSMUSG00000038323,1700066M21Rik,ortholog_one2one,1
ENSG00000137936,BCAR3,ENSMUSG00000028121,Bcar3,ortholog_one2one,1
ENSG00000141867,BRD4,,,,NA
ENSG00000182919,C11orf54,ENSMUSG00000031938,4931406C07Rik,ortholog_one2one,1
ENSG00000114790,ARHGEF26,ENSMUSG00000036885,Arhgef26,ortholog_one2one,1
ENSG00000123395,ATG101,ENSMUSG00000037204,Atg101,ortholog_one2one,1
ENSG00000110955,ATP5F1B,ENSMUSG00000025393,Atp5f1b,ortholog_one2one,1
ENSG00000106009,BRAT1,ENSMUSG00000000148,Brat1,ortholog_one2one,1
ENSG00000173369,C1QB,ENSMUSG00000036905,C1qb,ortholog_one2one,1
ENSG00000142920,AZIN2,ENSMUSG00000028789,Azin2,ortholog_one2one,1
ENSG00000085978,ATG16L1,ENSMUSG00000026289,Atg16l1,ortholog_one2one,1
ENSG00000060982,BCAT1,ENSMUSG00000030268,Bcat1,ortholog_one2one,1
ENSG00000135974,C2orf49,ENSMUSG00000010290,AI597479,ortholog_one2one,1
ENSG00000074582,BCS1L,ENSMUSG00000026172,Bcs1l,ortholog_one2one,1
ENSG00000149311,ATM,ENSMUSG00000034218,Atm,ortholog_one2one,1
ENSG00000172995,ARPP21,ENSMUSG00000032503,Arpp21,ortholog_one2one,1
ENSG00000074964,ARHGEF10L,ENSMUSG00000040964,Arhgef10l,ortholog_one2one,1
ENSG00000116459,ATP5PB,ENSMUSG00000000563,Atp5pb,ortholog_one2one,1
ENSG00000058063,ATP11B,ENSMUSG00000037400,Atp11b,ortholog_one2one,1
ENSG00000136717,BIN1,ENSMUSG00000024381,Bin1,ortholog_one2one,1
ENSG00000174672,BRSK2,ENSMUSG00000053046,Brsk2,ortholog_one2one,1
ENSG00000114573,ATP6V1A,ENSMUSG00000052459,Atp6v1a,ortholog_one2one,1
ENSG00000163093,BBS5,ENSMUSG00000063145,Bbs5,ortholog_one2one,1
ENSG00000171634,BPTF,ENSMUSG00000040481,Bptf,ortholog_one2one,1
ENSG00000152219,ARL14EP,ENSMUSG00000027122,Arl14ep,ortholog_one2one,1
ENSG00000149541,B3GAT3,ENSMUSG00000071649,B3gat3,ortholog_one2one,1
ENSG00000134717,BTF3L4,ENSMUSG00000114133,Btf3l4b,ortholog_one2many,0
ENSG00000134717,BTF3L4,ENSMUSG00000028568,Btf3l4,ortholog_one2many,1
ENSG00000115239,ASB3,ENSMUSG00000020305,Asb3,ortholog_one2one,1
ENSG00000002330,BAD,ENSMUSG00000024959,Bad,ortholog_one2one,1
ENSG00000138376,BARD1,ENSMUSG00000026196,Bard1,ortholog_one2one,1
ENSG00000167863,ATP5PD,ENSMUSG00000034566,Atp5pd,ortholog_one2one,1
ENSG00000162704,ARPC5,ENSMUSG00000008475,Arpc5,ortholog_one2one,1
ENSG00000017260,ATP2C1,ENSMUSG00000032570,Atp2c1,ortholog_one2one,1
ENSG00000168014,C2CD3,ENSMUSG00000047248,C2cd3,ortholog_one2one,1
ENSG00000198925,ATG9A,ENSMUSG00000033124,Atg9a,ortholog_one2one,1
ENSG00000141376,BCAS3,ENSMUSG00000059439,Bcas3,ortholog_one2one,1
ENSG00000135441,BLOC1S1,ENSMUSG00000090247,Bloc1s1,ortholog_one2one,1
ENSG00000158019,BABAM2,ENSMUSG00000052139,Babam2,ortholog_one2one,1
ENSG00000166896,ATP23,ENSMUSG00000025436,Atp23,ortholog_one2one,1
ENSG00000161267,BDH1,ENSMUSG00000046598,Bdh1,ortholog_one2one,1
ENSG00000144746,ARL6IP5,ENSMUSG00000035199,Arl6ip5,ortholog_one2one,1
ENSG00000119280,C1orf198,ENSMUSG00000031983,2310022B05Rik,ortholog_one2one,1
ENSG00000165895,ARHGAP42,ENSMUSG00000050730,Arhgap42,ortholog_one2one,1
ENSG00000151693,ASAP2,ENSMUSG00000052632,Asap2,ortholog_one2one,1
ENSG00000178096,BOLA1,ENSMUSG00000015943,Bola1,ortholog_one2one,1
ENSG00000163512,AZI2,ENSMUSG00000039285,Azi2,ortholog_one2one,1
ENSG00000198797,BRINP2,ENSMUSG00000004031,Brinp2,ortholog_one2one,1
ENSG00000114098,ARMC8,ENSMUSG00000032468,Armc8,ortholog_one2one,1
ENSG00000138363,ATIC,ENSMUSG00000026192,Atic,ortholog_one2one,1
ENSG00000058668,ATP2B4,ENSMUSG00000026463,Atp2b4,ortholog_one2one,1
ENSG00000115307,AUP1,ENSMUSG00000068328,Aup1,ortholog_one2one,1
ENSG00000158966,CACHD1,ENSMUSG00000028532,Cachd1,ortholog_one2one,1
ENSG00000137948,BRDT,ENSMUSG00000029279,Brdt,ortholog_one2one,1
ENSG00000162706,CADM3,ENSMUSG00000005338,Cadm3,ortholog_one2one,1
ENSG00000123472,ATPAF1,ENSMUSG00000028710,Atpaf1,ortholog_one2one,1
ENSG00000162819,BROX,ENSMUSG00000046836,Brox,ortholog_one2one,1
ENSG00000176720,BOK,ENSMUSG00000026278,Bok,ortholog_one2one,1
ENSG00000125703,ATG4C,ENSMUSG00000028550,Atg4c,ortholog_one2one,1
ENSG00000115760,BIRC6,ENSMUSG00000024073,Birc6,ortholog_one2one,1
ENSG00000084774,CAD,ENSMUSG00000013629,Cad,ortholog_one2one,1
ENSG00000116161,CACYBP,ENSMUSG00000014226,Cacybp,ortholog_one2one,1
ENSG00000143862,ARL8A,ENSMUSG00000026426,Arl8a,ortholog_one2one,1
ENSG00000162980,ARL5A,ENSMUSG00000036093,Arl5a,ortholog_one2one,1
ENSG00000169679,BUB1,ENSMUSG00000027379,Bub1,ortholog_one2one,1
ENSG00000168397,ATG4B,ENSMUSG00000026280,Atg4b,ortholog_one2one,1
ENSG00000203963,C1orf141,ENSMUSG00000028520,4921539E11Rik,ortholog_one2one,0
ENSG00000204217,BMPR2,ENSMUSG00000067336,Bmpr2,ortholog_one2one,1
ENSG00000204128,C2orf72,ENSMUSG00000026227,2810459M11Rik,ortholog_one2one,1
ENSG00000142686,C1orf216,ENSMUSG00000073755,5730409E04Rik,ortholog_one2one,1
ENSG00000116539,ASH1L,ENSMUSG00000028053,Ash1l,ortholog_one2one,1
ENSG00000119787,ATL2,ENSMUSG00000059811,Atl2,ortholog_one2one,1
ENSG00000143153,ATP1B1,ENSMUSG00000026576,Atp1b1,ortholog_one2one,1
ENSG00000116752,BCAS2,ENSMUSG00000005687,Bcas2,ortholog_one2one,1
ENSG00000162670,BRINP3,ENSMUSG00000035131,Brinp3,ortholog_one2one,1
ENSG00000066279,ASPM,ENSMUSG00000033952,Aspm,ortholog_one2one,1
ENSG00000189195,BTBD8,ENSMUSG00000111375,Btbd8,ortholog_one2one,1
ENSG00000160072,ATAD3B,,,,NA
ENSG00000163399,ATP1A1,ENSMUSG00000033161,Atp1a1,ortholog_one2one,1
ENSG00000159363,ATP13A2,ENSMUSG00000036622,Atp13a2,ortholog_one2one,1
ENSG00000158850,B4GALT3,ENSMUSG00000052423,B4galt3,ortholog_one2one,1
ENSG00000123838,C4BPA,ENSMUSG00000026405,C4bp,ortholog_one2one,0
ENSG00000088280,ASAP3,ENSMUSG00000036995,Asap3,ortholog_one2one,1
ENSG00000160058,BSDC1,ENSMUSG00000040859,Bsdc1,ortholog_one2one,1
ENSG00000215910,C1orf167,,,,NA
ENSG00000162813,BPNT1,ENSMUSG00000026617,Bpnt1,ortholog_one2one,1
ENSG00000143515,ATP8B2,ENSMUSG00000060671,Atp8b2,ortholog_one2one,1
ENSG00000116584,ARHGEF2,ENSMUSG00000028059,Arhgef2,ortholog_one2one,1
ENSG00000130770,ATP5IF1,ENSMUSG00000054428,Atp5if1,ortholog_one2one,0
ENSG00000054267,ARID4B,ENSMUSG00000039219,Arid4b,ortholog_one2one,1
ENSG00000197785,ATAD3A,ENSMUSG00000029036,Atad3a,ortholog_one2one,1
ENSG00000159189,C1QC,ENSMUSG00000036896,C1qc,ortholog_one2one,1
ENSG00000132694,ARHGEF11,ENSMUSG00000041977,Arhgef11,ortholog_one2one,1
ENSG00000198216,CACNA1E,ENSMUSG00000004110,Cacna1e,ortholog_one2one,1
ENSG00000132692,BCAN,ENSMUSG00000004892,Bcan,ortholog_one2one,1
ENSG00000173372,C1QA,ENSMUSG00000036887,C1qa,ortholog_one2one,1
ENSG00000288427,CLSTN3,,,,NA
ENSG00000291502,CNOT10,,,,NA
ENSG00000284765,CARMIL3,,,,NA
ENSG00000285302,CHMP4A,,,,NA
ENSG00000291505,CCDC40,,,,NA
ENSG00000284369,COG5,,,,NA
ENSG00000291533,CCT8,,,,NA
ENSG00000283777,CANX,,,,NA
ENSG00000278191,CARS1,,,,NA
ENSG00000273572,CDHR5,,,,NA
ENSG00000275035,CCDC92,,,,NA
ENSG00000177143,CETN1,ENSMUSG00000050996,Cetn1,ortholog_one2one,1
ENSG00000255112,CHMP1B,ENSMUSG00000109901,Chmp1b,ortholog_one2one,1
ENSG00000285023,CHORDC1,,,,NA
ENSG00000276781,CHGA,,,,NA
ENSG00000172216,CEBPB,ENSMUSG00000056501,Cebpb,ortholog_one2one,1
ENSG00000101489,CELF4,ENSMUSG00000024268,Celf4,ortholog_one2one,1
ENSG00000150636,CCDC102B,,,,NA
ENSG00000274768,CISD3,,,,NA
ENSG00000071991,CDH19,ENSMUSG00000047216,Cdh19,ortholog_one2one,1
ENSG00000274336,CDIP1,,,,NA
ENSG00000224109,CENPVL3,,,,NA
ENSG00000223591,CENPVL1,,,,NA
ENSG00000274176,CNOT3,,,,NA
ENSG00000274941,CNOT3,,,,NA
ENSG00000277114,CNOT3,,,,NA
ENSG00000125246,CLYBL,ENSMUSG00000025545,Clybl,ortholog_one2one,1
ENSG00000273943,CNOT3,,,,NA
ENSG00000101290,CDS2,ENSMUSG00000058793,Cds2,ortholog_one2one,1
ENSG00000100399,CHADL,ENSMUSG00000063765,Chadl,ortholog_one2one,1
ENSG00000277615,CNOT3,,,,NA
ENSG00000134873,CLDN10,ENSMUSG00000022132,Cldn10,ortholog_one2one,1
ENSG00000133103,COG6,ENSMUSG00000027742,Cog6,ortholog_one2one,1
ENSG00000147044,CASK,ENSMUSG00000031012,Cask,ortholog_one2one,1
ENSG00000260220,CCDC187,ENSMUSG00000048038,Ccdc187,ortholog_one2one,0
ENSG00000159231,CBR3,ENSMUSG00000022947,Cbr3,ortholog_one2one,1
ENSG00000089199,CHGB,ENSMUSG00000027350,Chgb,ortholog_one2one,1
ENSG00000276082,CNOT3,,,,NA
ENSG00000277600,CNOT3,,,,NA
ENSG00000280641,CDH4,,,,NA
ENSG00000275979,CNOT3,,,,NA
ENSG00000105141,CASP14,ENSMUSG00000005355,Casp14,ortholog_one2one,1
ENSG00000274616,CNOT3,,,,NA
ENSG00000101997,CCDC22,ENSMUSG00000031143,Ccdc22,ortholog_one2one,1
ENSG00000169515,CCDC8,ENSMUSG00000041117,Ccdc8,ortholog_one2one,0
ENSG00000101391,CDK5RAP1,ENSMUSG00000027487,Cdk5rap1,ortholog_one2one,1
ENSG00000136152,COG3,ENSMUSG00000034893,Cog3,ortholog_one2one,1
ENSG00000276725,CEP170,,,,NA
ENSG00000124177,CHD6,ENSMUSG00000057133,Chd6,ortholog_one2one,1
ENSG00000274811,CLPTM1L,,,,NA
ENSG00000134905,CARS2,ENSMUSG00000056228,Cars2,ortholog_one2one,1
ENSG00000165164,CFAP47,,,,NA
ENSG00000175602,CCDC85B,ENSMUSG00000095098,Ccdc85b,ortholog_one2one,1
ENSG00000182791,CCDC87,ENSMUSG00000067872,Ccdc87,ortholog_one2one,1
ENSG00000158258,CLSTN2,ENSMUSG00000032452,Clstn2,ortholog_one2one,1
ENSG00000159228,CBR1,ENSMUSG00000051483,Cbr1,ortholog_one2many,1
ENSG00000159228,CBR1,ENSMUSG00000082815,Cbr1b,ortholog_one2many,1
ENSG00000172361,CFAP53,,,,NA
ENSG00000230685,CLIC1,,,,NA
ENSG00000008300,CELSR3,ENSMUSG00000023473,Celsr3,ortholog_one2one,1
ENSG00000223572,CKMT1A,ENSMUSG00000000308,Ckmt1,ortholog_one2many,1
ENSG00000156261,CCT8,ENSMUSG00000025613,Cct8,ortholog_one2one,1
ENSG00000170558,CDH2,ENSMUSG00000024304,Cdh2,ortholog_one2one,1
ENSG00000292191,CETN2,,,,NA
ENSG00000292279,CCDC120,,,,NA
ENSG00000223802,CERS1,ENSMUSG00000087408,Cers1,ortholog_one2one,1
ENSG00000160226,CFAP410,ENSMUSG00000020284,Cfap410,ortholog_one2one,1
ENSG00000158941,CCAR2,ENSMUSG00000033712,Ccar2,ortholog_one2one,1
ENSG00000188419,CHM,ENSMUSG00000025531,Chm,ortholog_one2one,1
ENSG00000149970,CNKSR2,ENSMUSG00000025658,Cnksr2,ortholog_one2one,1
ENSG00000130177,CDC16,ENSMUSG00000038416,Cdc16,ortholog_one2one,1
ENSG00000100422,CERK,ENSMUSG00000035891,Cerk,ortholog_one2one,1
ENSG00000213213,CCDC183,,,,NA
ENSG00000101938,CHRDL1,ENSMUSG00000031283,Chrdl1,ortholog_one2one,1
ENSG00000167971,CASKIN1,ENSMUSG00000033597,Caskin1,ortholog_one2one,1
ENSG00000171450,CDK5R2,ENSMUSG00000090071,Cdk5r2,ortholog_one2one,1
ENSG00000288293,CC2D1A,,,,NA
ENSG00000103995,CEP152,ENSMUSG00000068394,Cep152,ortholog_one2one,1
ENSG00000226248,CLIC1,,,,NA
ENSG00000260916,CCPG1,ENSMUSG00000034563,Ccpg1,ortholog_one2one,1
ENSG00000283361,CFAP97D2,,,,NA
ENSG00000128849,CGNL1,ENSMUSG00000032232,Cgnl1,ortholog_one2one,1
ENSG00000177200,CHD9,ENSMUSG00000056608,Chd9,ortholog_one2one,1
ENSG00000103351,CLUAP1,ENSMUSG00000014232,Cluap1,ortholog_one2one,1
ENSG00000038532,CLEC16A,ENSMUSG00000068663,Clec16a,ortholog_one2one,1
ENSG00000154898,CCDC144CP,,,,NA
ENSG00000127586,CHTF18,ENSMUSG00000019214,Chtf18,ortholog_one2one,1
ENSG00000081138,CDH7,ENSMUSG00000026312,Cdh7,ortholog_one2one,1
ENSG00000278728,CNTNAP2,,,,NA
ENSG00000133313,CNDP2,ENSMUSG00000024644,Cndp2,ortholog_one2one,1
ENSG00000140488,CELF6,ENSMUSG00000032297,Celf6,ortholog_one2one,1
ENSG00000149654,CDH22,ENSMUSG00000053166,Cdh22,ortholog_one2one,1
ENSG00000226651,CLIC1,,,,NA
ENSG00000054803,CBLN4,ENSMUSG00000067578,Cbln4,ortholog_one2one,1
ENSG00000166582,CENPV,ENSMUSG00000018509,Cenpv,ortholog_one2one,1
ENSG00000188596,CFAP54,ENSMUSG00000020014,Cfap54,ortholog_one2one,1
ENSG00000008086,CDKL5,ENSMUSG00000031292,Cdkl5,ortholog_one2one,1
ENSG00000172757,CFL1,ENSMUSG00000056201,Cfl1,ortholog_one2one,1
ENSG00000141668,CBLN2,ENSMUSG00000024647,Cbln2,ortholog_one2one,1
ENSG00000185043,CIB1,ENSMUSG00000030538,Cib1,ortholog_one2one,1
ENSG00000213719,CLIC1,ENSMUSG00000007041,Clic1,ortholog_one2one,1
ENSG00000226417,CLIC1,,,,NA
ENSG00000101542,CDH20,ENSMUSG00000050840,Cdh20,ortholog_one2one,1
ENSG00000147400,CETN2,ENSMUSG00000031347,Cetn2,ortholog_one2one,1
ENSG00000223639,CLIC1,,,,NA
ENSG00000013297,CLDN11,ENSMUSG00000037625,Cldn11,ortholog_one2one,1
ENSG00000105321,CCDC9,ENSMUSG00000041375,Ccdc9,ortholog_one2one,1
ENSG00000168564,CDKN2AIP,ENSMUSG00000038069,Cdkn2aip,ortholog_one2one,1
ENSG00000125954,CHURC1-FNTB,,,,NA
ENSG00000150394,CDH8,ENSMUSG00000036510,Cdh8,ortholog_one2one,1
ENSG00000070371,CLTCL1,,,,NA
ENSG00000122756,CNTFR,ENSMUSG00000028444,Cntfr,ortholog_one2one,1
ENSG00000206394,CLIC1,,,,NA
ENSG00000187094,CCK,ENSMUSG00000032532,Cck,ortholog_one2one,1
ENSG00000122705,CLTA,ENSMUSG00000028478,Clta,ortholog_one2one,1
ENSG00000169714,CNBP,ENSMUSG00000030057,Cnbp,ortholog_one2one,1
ENSG00000130724,CHMP2A,ENSMUSG00000033916,Chmp2a,ortholog_one2one,1
ENSG00000106993,CDC37L1,ENSMUSG00000024780,Cdc37l1,ortholog_one2one,1
ENSG00000080802,CNOT4,ENSMUSG00000038784,Cnot4,ortholog_one2one,1
ENSG00000119946,CNNM1,ENSMUSG00000025189,Cnnm1,ortholog_one2one,1
ENSG00000141367,CLTC,ENSMUSG00000047126,Cltc,ortholog_one2one,1
ENSG00000136861,CDK5RAP2,ENSMUSG00000039298,Cdk5rap2,ortholog_one2one,1
ENSG00000112782,CLIC5,ENSMUSG00000023959,Clic5,ortholog_one2one,0
ENSG00000151838,CCDC175,ENSMUSG00000021086,Ccdc175,ortholog_one2one,0
ENSG00000177182,CLVS1,ENSMUSG00000041216,Clvs1,ortholog_one2one,1
ENSG00000103245,CIAO3,ENSMUSG00000002280,Ciao3,ortholog_one2one,1
ENSG00000106714,CNTNAP3,ENSMUSG00000033063,Cntnap3,ortholog_one2many,1
ENSG00000162004,CCDC78,ENSMUSG00000071202,Ccdc78,ortholog_one2one,1
ENSG00000126247,CAPNS1,ENSMUSG00000001794,Capns1,ortholog_one2one,1
ENSG00000213380,COG8,ENSMUSG00000031916,Cog8,ortholog_one2one,1
ENSG00000099954,CECR2,ENSMUSG00000071226,Cecr2,ortholog_one2one,1
ENSG00000111596,CNOT2,ENSMUSG00000020166,Cnot2,ortholog_one2one,1
ENSG00000126001,CEP250,ENSMUSG00000038241,Cep250,ortholog_one2one,1
ENSG00000134121,CHL1,ENSMUSG00000030077,Chl1,ortholog_one2one,1
ENSG00000120885,CLU,ENSMUSG00000022037,Clu,ortholog_one2one,1
ENSG00000179242,CDH4,ENSMUSG00000000305,Cdh4,ortholog_one2one,1
ENSG00000088038,CNOT3,ENSMUSG00000035632,Cnot3,ortholog_one2one,1
ENSG00000153113,CAST,,,,NA
ENSG00000148019,CEP78,ENSMUSG00000041491,Cep78,ortholog_one2one,1
ENSG00000101204,CHRNA4,ENSMUSG00000027577,Chrna4,ortholog_one2one,1
ENSG00000198898,CAPZA2,ENSMUSG00000015733,Capza2,ortholog_one2one,1
ENSG00000197748,CFAP43,ENSMUSG00000044948,Cfap43,ortholog_one2one,1
ENSG00000183723,CMTM4,ENSMUSG00000096188,Cmtm4,ortholog_one2one,1
ENSG00000128283,CDC42EP1,ENSMUSG00000049521,Cdc42ep1,ortholog_one2one,1
ENSG00000059758,CDK17,ENSMUSG00000020015,Cdk17,ortholog_one2one,1
ENSG00000073464,CLCN4,ENSMUSG00000000605,Clcn4,ortholog_one2one,1
ENSG00000113163,CERT1,ENSMUSG00000021669,Cert1,ortholog_one2one,1
ENSG00000102384,CENPI,ENSMUSG00000031262,Cenpi,ortholog_one2one,1
ENSG00000164597,COG5,ENSMUSG00000035933,Cog5,ortholog_one2one,1
ENSG00000090539,CHRD,ENSMUSG00000006958,Chrd,ortholog_one2one,1
ENSG00000070761,CFAP20,ENSMUSG00000031796,Cfap20,ortholog_one2one,1
ENSG00000145439,CBR4,ENSMUSG00000031641,Cbr4,ortholog_one2one,1
ENSG00000198937,CCDC167,ENSMUSG00000024018,Ccdc167,ortholog_one2one,1
ENSG00000150676,CCDC83,ENSMUSG00000030617,Ccdc83,ortholog_one2one,1
ENSG00000076826,CAMSAP3,ENSMUSG00000044433,Camsap3,ortholog_one2one,1
ENSG00000139182,CLSTN3,ENSMUSG00000008153,Clstn3,ortholog_one2one,1
ENSG00000114423,CBLB,ENSMUSG00000022637,Cblb,ortholog_one2one,1
ENSG00000175416,CLTB,ENSMUSG00000047547,Cltb,ortholog_one2one,1
ENSG00000123374,CDK2,ENSMUSG00000025358,Cdk2,ortholog_one2one,1
ENSG00000213341,CHUK,ENSMUSG00000025199,Chuk,ortholog_one2one,1
ENSG00000140945,CDH13,ENSMUSG00000031841,Cdh13,ortholog_one2one,1
ENSG00000044459,CNTLN,ENSMUSG00000038070,Cntln,ortholog_one2one,1
ENSG00000130176,CNN1,ENSMUSG00000001349,Cnn1,ortholog_one2one,1
ENSG00000153922,CHD1,ENSMUSG00000023852,Chd1,ortholog_one2one,1
ENSG00000101421,CHMP4B,ENSMUSG00000038467,Chmp4b,ortholog_one2many,1
ENSG00000111726,CMAS,ENSMUSG00000030282,Cmas,ortholog_one2one,1
ENSG00000102181,CD99L2,ENSMUSG00000035776,Cd99l2,ortholog_one2one,1
ENSG00000177303,CASKIN2,ENSMUSG00000034471,Caskin2,ortholog_one2one,1
ENSG00000102225,CDK16,ENSMUSG00000031065,Cdk16,ortholog_one2one,1
ENSG00000136026,CKAP4,ENSMUSG00000046841,Ckap4,ortholog_one2one,1
ENSG00000111530,CAND1,ENSMUSG00000020114,Cand1,ortholog_one2one,1
ENSG00000184220,CMSS1,ENSMUSG00000022748,Cmss1,ortholog_one2one,1
ENSG00000103502,CDIPT,ENSMUSG00000030682,Cdipt,ortholog_one2one,1
ENSG00000112186,CAP2,ENSMUSG00000021373,Cap2,ortholog_one2one,1
ENSG00000104853,CLPTM1,ENSMUSG00000002981,Clptm1,ortholog_one2one,1
ENSG00000103249,CLCN7,ENSMUSG00000036636,Clcn7,ortholog_one2one,1
ENSG00000310517,CAST,ENSMUSG00000021585,Cast,ortholog_one2one,1
ENSG00000058404,CAMK2B,ENSMUSG00000057897,Camk2b,ortholog_one2one,1
ENSG00000144580,CNOT9,ENSMUSG00000026174,Cnot9,ortholog_one2one,1
ENSG00000135404,CD63,ENSMUSG00000025351,Cd63,ortholog_one2one,1
ENSG00000135048,CEMIP2,ENSMUSG00000024754,Cemip2,ortholog_one2one,1
ENSG00000108100,CCNY,ENSMUSG00000024286,Ccny,ortholog_one2one,1
ENSG00000119242,CCDC92,ENSMUSG00000037979,Ccdc92,ortholog_one2one,1
ENSG00000164237,CMBL,ENSMUSG00000022235,Cmbl,ortholog_one2one,1
ENSG00000122565,CBX3,,,,NA
ENSG00000197816,CCDC180,ENSMUSG00000035539,Ccdc180,ortholog_one2one,1
ENSG00000145526,CDH18,ENSMUSG00000040420,Cdh18,ortholog_one2one,1
ENSG00000148660,CAMK2G,ENSMUSG00000021820,Camk2g,ortholog_one2one,1
ENSG00000125107,CNOT1,ENSMUSG00000036550,Cnot1,ortholog_one2one,1
ENSG00000105401,CDC37,ENSMUSG00000019471,Cdc37,ortholog_one2one,1
ENSG00000163624,CDS1,ENSMUSG00000029330,Cds1,ortholog_one2one,1
ENSG00000147144,CCDC120,ENSMUSG00000031150,Ccdc120,ortholog_one2one,1
ENSG00000274070,CASTOR2,ENSMUSG00000015944,Castor2,ortholog_one2one,1
ENSG00000110619,CARS1,ENSMUSG00000010755,Cars1,ortholog_one2one,1
ENSG00000153044,CENPH,ENSMUSG00000045273,Cenph,ortholog_one2one,1
ENSG00000258289,CHURC1,ENSMUSG00000090258,Churc1,ortholog_one2one,1
ENSG00000004897,CDC27,ENSMUSG00000020687,Cdc27,ortholog_one2one,1
ENSG00000197467,COL13A1,ENSMUSG00000058806,Col13a1,ortholog_one2one,1
ENSG00000137200,CMTR1,ENSMUSG00000024019,Cmtr1,ortholog_one2one,1
ENSG00000168539,CHRM1,ENSMUSG00000032773,Chrm1,ortholog_one2one,1
ENSG00000141577,CEP131,ENSMUSG00000039781,Cep131,ortholog_one2one,1
ENSG00000134852,CLOCK,ENSMUSG00000029238,Clock,ortholog_one2one,1
ENSG00000113100,CDH9,ENSMUSG00000025370,Cdh9,ortholog_one2one,1
ENSG00000168434,COG7,ENSMUSG00000034951,Cog7,ortholog_one2one,1
ENSG00000164076,CAMKV,ENSMUSG00000032936,Camkv,ortholog_one2one,1
ENSG00000099622,CIRBP,ENSMUSG00000045193,Cirbp,ortholog_one2one,1
ENSG00000099814,CEP170B,ENSMUSG00000072825,Cep170b,ortholog_one2one,1
ENSG00000168071,CCDC88B,ENSMUSG00000047810,Ccdc88b,ortholog_one2one,1
ENSG00000147457,CHMP7,ENSMUSG00000034190,Chmp7,ortholog_one2one,1
ENSG00000198087,CD2AP,ENSMUSG00000061665,Cd2ap,ortholog_one2one,1
ENSG00000108509,CAMTA2,ENSMUSG00000040712,Camta2,ortholog_one2one,1
ENSG00000186714,CCDC73,ENSMUSG00000045106,Ccdc73,ortholog_one2one,1
ENSG00000138769,CDKL2,ENSMUSG00000029403,Cdkl2,ortholog_one2one,1
ENSG00000128656,CHN1,ENSMUSG00000056486,Chn1,ortholog_one2one,1
ENSG00000122873,CISD1,ENSMUSG00000037710,Cisd1,ortholog_one2one,1
ENSG00000198752,CDC42BPB,ENSMUSG00000021279,Cdc42bpb,ortholog_one2one,1
ENSG00000060339,CCAR1,ENSMUSG00000020074,Ccar1,ortholog_one2one,1
ENSG00000188343,CIBAR1,ENSMUSG00000028218,Cibar1,ortholog_one2one,1
ENSG00000164366,CCDC127,ENSMUSG00000021578,Ccdc127,ortholog_one2one,1
ENSG00000154529,CNTNAP3B,ENSMUSG00000033063,Cntnap3,ortholog_one2many,1
ENSG00000153132,CLGN,ENSMUSG00000002190,Clgn,ortholog_one2one,1
ENSG00000127022,CANX,ENSMUSG00000020368,Canx,ortholog_one2one,1
ENSG00000007080,CCDC124,ENSMUSG00000007721,Ccdc124,ortholog_one2one,1
ENSG00000132024,CC2D1A,ENSMUSG00000036686,Cc2d1a,ortholog_one2one,1
ENSG00000149187,CELF1,ENSMUSG00000005506,Celf1,ortholog_one2one,1
ENSG00000143126,CELSR2,ENSMUSG00000068740,Celsr2,ortholog_one2one,1
ENSG00000163617,CCDC191,ENSMUSG00000022701,Ccdc191,ortholog_one2one,1
ENSG00000170955,CAVIN3,ENSMUSG00000037060,Cavin3,ortholog_one2one,1
ENSG00000004468,CD38,ENSMUSG00000029084,Cd38,ortholog_one2one,1
