Gene,WT_10,WT_12,WT_7,WT_8,mC4_4,mC4_5,mC4_6,mC4_7
ENSMUSG00000091649.3,5,0,3,8,30,12,9,5
ENSMUSG00000068245.14,8,17,19,12,35,28,18,30
ENSMUSG00000091144.2,14,21,31,8,8,14,28,16
ENSMUSG00000071350.12,313,275,400,308,372,394,459,390
ENSMUSG00000089643.2,0,0,0,0,0,2,0,2
ENSMUSG00000021981.10,1933,1835,2503,1878,2194,2853,2776,2677
ENSMUSG00000021982.14,3742,3599,4183,3581,3870,5314,5174,4909
ENSMUSG00000114804.1,2,0,11,8,4,8,2,9
ENSMUSG00000044461.6,109,147,119,111,128,156,229,149
ENSMUSG00000021983.16,6113,4749,6765,6159,6072,8813,8266,9126
ENSMUSG00000114593.1,0,0,0,0,0,0,0,0
ENSMUSG00000087286.1,0,0,1,1,1,2,4,2
ENSMUSG00000086112.1,0,0,0,0,0,0,1,0
ENSMUSG00000075288.2,2,4,2,1,4,0,3,1
ENSMUSG00000072068.4,0,0,0,0,0,0,0,0
ENSMUSG00000063895.7,0,1,2,2,0,0,2,0
ENSMUSG00000114797.1,4961,4481,5620,5438,7103,9595,9871,9960
ENSMUSG00000114584.1,113,145,110,214,119,218,157,148
ENSMUSG00000076270.1,0,0,0,0,0,0,0,0
ENSMUSG00000021987.9,9840,9359,10661,11839,14900,18093,18494,19792
ENSMUSG00000021986.9,5660,4056,7090,6138,6473,7706,7768,7776
ENSMUSG00000114948.1,0,0,0,0,0,0,0,0
ENSMUSG00000101797.1,0,0,2,1,6,0,0,0
ENSMUSG00000114408.1,0,0,0,0,0,0,0,0
ENSMUSG00000021990.16,711,569,802,1095,1203,1598,1347,1326
ENSMUSG00000071347.3,43,20,11,17,14,25,14,20
ENSMUSG00000084951.1,10,10,18,2,18,4,5,17
ENSMUSG00000021993.10,2433,1966,2573,2009,2289,3677,3223,2996
ENSMUSG00000060548.13,11659,8563,14882,10849,12068,12803,13973,12041
ENSMUSG00000115627.1,5,1,3,3,5,8,4,3
ENSMUSG00000048279.19,9270,5735,8465,8027,8559,12118,9684,12632
ENSMUSG00000035296.14,2,6,9,4,8,6,7,1
ENSMUSG00000114920.1,0,0,0,0,0,0,0,0
ENSMUSG00000101505.1,0,0,5,2,0,0,3,2
ENSMUSG00000043157.8,36,20,27,10,29,35,31,17
ENSMUSG00000114642.1,5,0,1,0,0,4,2,6
ENSMUSG00000021928.9,647,719,911,761,686,895,957,653
ENSMUSG00000089253.1,0,0,0,0,0,1,0,0
ENSMUSG00000021929.9,10835,8212,11260,8784,10643,15151,14383,14283
ENSMUSG00000115618.1,0,0,0,3,0,0,0,2
ENSMUSG00000115595.1,0,0,1,0,0,0,8,0
ENSMUSG00000115656.1,17,0,4,1,6,10,11,8
ENSMUSG00000021930.14,4071,3483,4858,3893,4493,5912,6524,5287
ENSMUSG00000115802.1,2,0,0,1,2,0,0,3
ENSMUSG00000114902.1,31,22,27,6,13,21,25,15
ENSMUSG00000035235.13,560,432,609,499,502,707,691,619
ENSMUSG00000097589.9,203,240,360,259,318,418,345,380
ENSMUSG00000046168.9,55,62,66,34,56,53,59,77
ENSMUSG00000098183.1,8,16,38,13,8,26,3,20
ENSMUSG00000098967.1,0,0,0,0,0,0,0,0
ENSMUSG00000098088.1,0,0,0,0,0,0,0,0
ENSMUSG00000092995.1,0,0,0,0,0,0,0,0
ENSMUSG00000093007.1,0,0,0,0,0,0,0,0
ENSMUSG00000098914.1,0,0,0,0,0,0,0,0
ENSMUSG00000098626.1,0,0,0,0,0,0,0,0
ENSMUSG00000097997.1,0,0,7,5,1,0,5,6
ENSMUSG00000099039.1,0,1,0,0,0,0,0,0
ENSMUSG00000103869.1,0,0,0,3,0,1,0,0
ENSMUSG00000102151.1,11,11,5,10,6,3,4,12
ENSMUSG00000104187.1,4,6,5,0,0,6,2,2
ENSMUSG00000114706.1,0,0,0,0,0,0,0,0
ENSMUSG00000114368.1,0,0,0,0,0,0,0,0
ENSMUSG00000115531.1,23,4,6,0,39,25,16,32
ENSMUSG00000098096.1,0,0,0,0,0,0,0,0
ENSMUSG00000048281.9,432,382,490,342,525,793,778,618
ENSMUSG00000021932.13,501,454,509,411,548,756,715,654
ENSMUSG00000021933.11,35,12,39,14,14,26,25,16
ENSMUSG00000100486.7,6,2,14,12,3,2,3,8
ENSMUSG00000114292.1,0,0,0,0,0,0,0,0
ENSMUSG00000064556.1,0,0,0,0,0,0,0,0
ENSMUSG00000114488.1,65,64,65,85,58,69,85,78
ENSMUSG00000114571.1,31,26,24,42,38,29,36,33
ENSMUSG00000035184.15,3589,3568,5204,4337,3589,4994,5385,4226
ENSMUSG00000096402.1,0,0,0,0,0,0,0,0
ENSMUSG00000091155.1,0,7,2,0,1,1,2,4
ENSMUSG00000089531.1,0,0,0,0,0,0,0,0
ENSMUSG00000035161.7,1759,1367,2061,1760,1908,2653,2227,2345
ENSMUSG00000115371.1,0,0,0,0,0,0,0,0
ENSMUSG00000114440.1,27,15,26,2,16,34,3,28
ENSMUSG00000014547.10,1292,1239,1636,1372,1539,1869,2054,1792
ENSMUSG00000099245.1,0,0,0,0,0,0,0,0
ENSMUSG00000098858.1,0,0,0,0,0,0,0,0
ENSMUSG00000084465.1,0,0,0,0,0,0,0,0
ENSMUSG00000114403.1,0,0,0,2,0,0,0,0
ENSMUSG00000075574.2,0,0,0,1,0,0,0,0
ENSMUSG00000075573.4,0,0,0,0,0,0,0,0
ENSMUSG00000075572.1,0,0,0,0,0,0,0,0
ENSMUSG00000114260.1,0,0,0,0,0,0,0,0
ENSMUSG00000075571.8,2,0,0,0,0,2,0,1
ENSMUSG00000054763.9,0,2,2,2,4,0,2,0
ENSMUSG00000114344.1,0,0,0,0,0,0,0,0
ENSMUSG00000064399.1,0,0,0,0,3,0,0,3
ENSMUSG00000021939.8,48305,37689,48794,39007,43785,58165,57619,53107
ENSMUSG00000021273.11,6796,5930,7539,5909,6790,10371,10061,9434
ENSMUSG00000035121.6,182,125,164,147,118,160,139,161
ENSMUSG00000021944.15,0,0,1,0,0,0,0,0
ENSMUSG00000114898.1,0,0,0,0,0,0,0,0
ENSMUSG00000114892.1,0,0,0,0,0,2,0,0
ENSMUSG00000014453.4,0,0,0,0,0,0,0,4
ENSMUSG00000097948.1,0,0,0,0,0,0,0,0
ENSMUSG00000035095.11,31,52,78,42,58,98,95,80
ENSMUSG00000114258.1,0,0,0,0,0,0,0,0
ENSMUSG00000021953.14,4,5,10,4,0,9,1,12
ENSMUSG00000090374.1,0,0,0,0,0,1,1,3
ENSMUSG00000035078.6,7954,5788,8601,7545,8635,10896,11328,11192
ENSMUSG00000087652.1,8,1,1,2,3,10,2,3
ENSMUSG00000035067.9,137,195,197,184,225,305,280,268
ENSMUSG00000076049.4,0,0,0,0,2,0,0,0
ENSMUSG00000021958.5,320,236,318,285,328,359,399,433
ENSMUSG00000063060.6,154,66,198,150,226,265,230,173
ENSMUSG00000021961.6,2,0,1,3,1,6,4,0
ENSMUSG00000046049.7,4,4,0,9,5,6,2,9
ENSMUSG00000034623.14,6,0,10,0,2,6,1,6
ENSMUSG00000052099.14,0,0,0,1,0,1,2,0
ENSMUSG00000091686.1,6,15,15,1,11,8,9,7
ENSMUSG00000021966.7,4,5,2,4,0,2,8,6
ENSMUSG00000090785.1,15,16,13,13,14,18,25,16
ENSMUSG00000114284.1,4,7,8,15,2,7,3,3
ENSMUSG00000054733.9,3020,3050,3562,2547,2771,3797,3825,3226
ENSMUSG00000114680.1,183,155,208,146,124,121,218,196
ENSMUSG00000097545.7,1288,1836,2168,1817,1398,2687,1849,1624
ENSMUSG00000065597.1,0,0,0,0,0,0,0,0
ENSMUSG00000092972.1,0,0,0,0,0,0,0,0
ENSMUSG00000060012.9,1443,1173,1371,1432,1406,1637,1577,1638
ENSMUSG00000064442.1,0,0,0,0,0,0,0,0
ENSMUSG00000021972.14,3127,2472,3612,3033,3527,3885,4327,4411
ENSMUSG00000102764.1,0,0,0,2,0,0,0,0
ENSMUSG00000098837.1,0,0,0,0,0,0,0,0
ENSMUSG00000114686.1,0,0,0,0,0,0,0,0
ENSMUSG00000021975.8,1109,855,1069,1022,971,1374,1253,1239
ENSMUSG00000021978.9,21715,15674,22936,20638,18739,28937,25996,27251
ENSMUSG00000114944.1,0,0,0,0,0,0,0,0
ENSMUSG00000114658.1,0,0,0,0,0,0,0,0
ENSMUSG00000114693.1,0,0,0,0,2,1,0,2
ENSMUSG00000007989.7,13002,9273,17048,15076,13287,19245,17361,19559
ENSMUSG00000098479.1,0,0,0,1,0,0,0,0
ENSMUSG00000114878.1,0,0,0,0,0,0,0,2
ENSMUSG00000034532.9,684,598,849,667,685,964,900,807
ENSMUSG00000114209.1,0,2,0,2,0,0,0,4
ENSMUSG00000114357.1,0,0,0,4,3,3,1,1
ENSMUSG00000034522.10,523,456,748,701,595,675,657,647
ENSMUSG00000045731.6,808,621,1007,630,865,921,1207,972
ENSMUSG00000022031.6,8219,7260,8865,7024,7190,10233,10329,9711
ENSMUSG00000061356.13,6,6,5,6,0,4,12,8
ENSMUSG00000022032.14,38,32,37,54,27,45,62,59
ENSMUSG00000022033.9,18,4,10,10,46,33,93,60
ENSMUSG00000022034.10,2,13,13,6,15,9,28,10
ENSMUSG00000022035.6,4482,3880,5108,4243,4766,6867,6877,6455
ENSMUSG00000034463.4,2789,2406,3317,2762,2954,2399,2549,2480
ENSMUSG00000114844.1,0,1,1,1,1,4,0,10
ENSMUSG00000022037.15,66837,58545,75107,54371,71642,78345,76765,68615
ENSMUSG00000034450.8,0,0,8,12,1,4,4,0
ENSMUSG00000022039.6,0,0,2,2,0,6,2,6
ENSMUSG00000068165.3,0,1,1,0,0,0,2,1
ENSMUSG00000022040.8,1409,1200,1747,1291,1953,2060,2309,1959
ENSMUSG00000022041.10,37,38,38,31,85,64,124,78
ENSMUSG00000059456.13,34784,30225,38442,32597,28091,40675,39122,37471
ENSMUSG00000085984.7,21,32,36,22,24,42,38,52
ENSMUSG00000022043.19,11445,10641,14019,10855,12743,16116,17646,15741
ENSMUSG00000114618.1,4,2,2,8,2,1,5,5
ENSMUSG00000022044.14,22473,20226,25276,18130,18664,29525,28991,25387
ENSMUSG00000088737.1,0,0,0,0,0,0,0,0
ENSMUSG00000045875.13,1526,867,1577,1472,1493,1859,1859,2308
ENSMUSG00000057913.3,1,5,0,0,6,2,2,0
ENSMUSG00000114829.1,0,1,1,0,1,0,0,1
ENSMUSG00000022048.8,18077,18574,22645,16875,20590,27156,28978,25762
ENSMUSG00000075553.2,4,0,8,8,0,8,10,0
ENSMUSG00000046204.14,5948,5483,7078,5984,6024,9011,8780,8408
ENSMUSG00000104220.1,0,0,2,0,0,0,0,0
ENSMUSG00000114558.1,0,6,0,4,0,4,3,12
ENSMUSG00000065673.1,0,0,0,0,0,2,0,0
ENSMUSG00000022051.15,10748,9438,12605,9993,11155,14641,15575,13731
ENSMUSG00000022052.9,6468,6174,7593,5843,6950,10136,9996,8796
ENSMUSG00000098365.1,0,0,0,0,0,0,0,0
ENSMUSG00000114697.1,2,0,2,0,0,0,0,0
ENSMUSG00000093744.1,0,0,0,0,0,0,0,0
ENSMUSG00000022053.13,161,143,369,253,220,290,355,179
ENSMUSG00000080432.1,0,0,0,0,0,0,0,0
ENSMUSG00000075549.2,0,0,0,0,2,0,2,0
ENSMUSG00000093386.1,0,0,0,0,2,0,0,0
ENSMUSG00000093472.1,1,1,1,0,0,0,3,0
ENSMUSG00000093634.1,0,0,0,0,2,0,0,1
ENSMUSG00000114744.1,0,0,1,0,0,0,0,0
ENSMUSG00000077647.1,0,0,0,0,0,0,0,0
ENSMUSG00000114514.1,0,0,0,0,0,1,0,0
ENSMUSG00000093726.1,6,0,0,0,8,4,3,0
ENSMUSG00000048922.18,7,16,14,18,25,35,43,48
ENSMUSG00000034327.17,732,604,701,716,708,1006,993,945
ENSMUSG00000015812.8,3,0,7,7,2,17,2,4
ENSMUSG00000044447.5,405,219,288,675,754,487,550,600
ENSMUSG00000098866.1,0,0,0,0,0,0,0,0
ENSMUSG00000114621.1,0,2,3,0,2,4,1,2
ENSMUSG00000022054.11,31570,15020,18266,17318,27543,38516,27517,37030
ENSMUSG00000022055.7,24428,17878,22916,18966,25722,34972,32470,35033
ENSMUSG00000114466.1,0,1,0,0,0,0,0,0
ENSMUSG00000087772.1,0,0,0,0,0,0,0,0
ENSMUSG00000114925.1,12,4,0,1,0,1,1,0
ENSMUSG00000114396.1,0,0,0,0,0,3,0,0
ENSMUSG00000022056.9,0,11,1,1,5,0,0,0
ENSMUSG00000022057.8,0,0,0,1,0,6,0,0
ENSMUSG00000014725.16,1,1,0,0,0,0,0,0
ENSMUSG00000114641.1,0,0,0,0,0,0,0,0
ENSMUSG00000114679.1,0,0,0,0,0,0,0,0
ENSMUSG00000114833.1,5,2,17,7,9,8,15,13
ENSMUSG00000014813.9,598,332,669,492,500,605,529,500
ENSMUSG00000098713.1,4,1,2,1,1,2,25,4
ENSMUSG00000092499.1,0,0,0,0,0,0,0,0
ENSMUSG00000044186.10,0,0,0,0,0,0,0,0
ENSMUSG00000022061.8,375,286,420,341,294,402,320,276
ENSMUSG00000102999.1,0,0,0,0,0,0,0,0
ENSMUSG00000034248.7,2627,1978,2854,2770,2876,3606,3469,3444
ENSMUSG00000098248.1,0,0,0,0,0,0,0,0
ENSMUSG00000103065.1,0,0,0,0,0,0,0,0
ENSMUSG00000104405.1,0,0,0,0,0,0,0,0
ENSMUSG00000098255.1,0,0,0,0,0,0,0,0
ENSMUSG00000047977.3,0,0,0,0,0,0,0,0
ENSMUSG00000097511.2,2,6,6,2,2,4,8,2
ENSMUSG00000095463.8,4,2,8,9,7,8,12,6
ENSMUSG00000098270.1,0,0,0,0,0,0,0,0
ENSMUSG00000093954.8,0,0,0,3,0,0,0,0
ENSMUSG00000094526.1,0,0,0,1,0,0,2,0
ENSMUSG00000102660.1,0,0,0,0,0,0,0,0
ENSMUSG00000103720.1,0,0,0,0,1,0,0,0
ENSMUSG00000102611.1,0,0,0,0,0,0,0,0
ENSMUSG00000099315.1,0,0,0,0,0,0,0,0
ENSMUSG00000098773.1,0,0,0,0,0,0,0,0
ENSMUSG00000098784.1,0,0,0,0,0,0,0,0
ENSMUSG00000022066.16,170,121,220,193,227,263,288,268
ENSMUSG00000099027.1,0,0,0,0,0,0,0,0
ENSMUSG00000098975.7,0,0,0,2,0,1,0,1
ENSMUSG00000034205.16,86,57,80,122,103,97,94,97
ENSMUSG00000104371.1,0,0,0,0,0,0,0,0
ENSMUSG00000098666.1,0,0,0,0,0,0,0,0
ENSMUSG00000034194.17,1959,1667,2153,1822,1604,2151,2080,1866
ENSMUSG00000034190.9,7066,6675,8504,6964,7713,10629,10771,9270
ENSMUSG00000114316.1,0,0,0,2,0,1,0,0
ENSMUSG00000022074.6,69,62,74,96,100,108,98,81
ENSMUSG00000022075.7,10394,8401,11552,9404,10293,14415,12622,13212
ENSMUSG00000022085.4,21,24,15,11,16,19,15,15
ENSMUSG00000114446.1,81,101,95,19,76,99,216,89
ENSMUSG00000033730.4,10610,9608,13458,10899,17454,22633,19764,16151
ENSMUSG00000022089.9,847,698,980,761,862,1147,1130,1072
ENSMUSG00000033712.6,7239,6966,8313,6816,7250,9934,9871,8803
ENSMUSG00000044551.13,71,77,144,114,134,130,152,140
ENSMUSG00000022090.10,491,232,439,270,351,464,354,396
ENSMUSG00000022091.6,1201,878,1413,1237,1285,1438,1329,1189
ENSMUSG00000115186.1,61,74,92,78,69,64,102,65
ENSMUSG00000022092.11,1620,1465,1923,1480,1683,2169,2291,2066
ENSMUSG00000115645.1,0,0,0,1,0,0,0,0
ENSMUSG00000106195.1,0,0,0,2,0,0,0,2
ENSMUSG00000115025.1,8,14,3,10,4,8,19,2
ENSMUSG00000022094.15,2268,1740,2344,2354,2531,3650,3016,3304
ENSMUSG00000058745.4,0,3,0,0,0,0,2,1
ENSMUSG00000033644.5,22,44,42,33,37,53,38,40
ENSMUSG00000088717.1,0,0,0,0,0,0,0,0
ENSMUSG00000077577.1,1,0,0,0,0,1,0,0
ENSMUSG00000000776.13,1366,1174,1488,1274,1524,1999,1979,1831
ENSMUSG00000065528.1,1,3,5,5,0,1,8,4
ENSMUSG00000003469.9,46936,45937,57754,49053,40970,56944,57276,50981
ENSMUSG00000022098.10,3453,3200,3332,3293,2782,4119,3242,3331
ENSMUSG00000022097.4,65,30,66,34,70,98,76,72
ENSMUSG00000033595.7,10228,7420,9642,7758,6279,10204,8694,8305
ENSMUSG00000033589.4,131,84,104,158,123,116,151,148
ENSMUSG00000022096.14,5547,2503,4556,3518,4776,7120,4596,5256
ENSMUSG00000045211.5,3664,2787,4085,3381,3697,5080,4756,4214
ENSMUSG00000022095.9,5148,3945,5316,4242,4478,6119,4941,5509
ENSMUSG00000022099.17,28448,23204,33059,28129,29062,42311,39073,36849
ENSMUSG00000022101.6,33,49,81,35,73,139,142,95
ENSMUSG00000047911.6,21,11,4,5,14,30,23,27
ENSMUSG00000022100.14,8984,6858,9695,8273,8249,11997,11865,11425
ENSMUSG00000115387.1,0,0,0,1,0,1,1,4
ENSMUSG00000022102.13,28,37,23,38,31,36,50,33
ENSMUSG00000099528.1,0,0,0,0,0,0,0,0
ENSMUSG00000022103.10,6305,6033,5875,6188,7618,12107,12909,12199
ENSMUSG00000115671.1,0,1,0,0,4,1,0,0
ENSMUSG00000115139.1,0,0,0,0,0,0,0,0
ENSMUSG00000104288.1,0,0,0,0,0,0,0,0
ENSMUSG00000115286.1,0,0,0,0,0,0,0,0
ENSMUSG00000098064.1,0,4,3,2,0,0,0,0
ENSMUSG00000115304.1,0,0,0,2,0,4,0,0
ENSMUSG00000064485.1,0,0,0,0,0,0,0,0
ENSMUSG00000115061.1,0,0,0,0,0,0,0,0
ENSMUSG00000109446.1,2,5,2,1,0,0,1,2
ENSMUSG00000108975.1,0,2,2,2,8,0,0,0
ENSMUSG00000033487.14,3725,3331,4305,4123,4477,5657,5918,5949
ENSMUSG00000090216.1,1,1,1,0,0,1,2,5
ENSMUSG00000115494.1,0,0,0,0,0,0,0,0
ENSMUSG00000115532.1,0,0,0,0,0,0,0,0
ENSMUSG00000115611.1,2,0,0,0,0,2,3,2
ENSMUSG00000115475.1,0,0,0,0,0,0,0,0
ENSMUSG00000115085.1,2,0,0,3,0,0,0,0
ENSMUSG00000033470.12,14,5,7,21,17,60,25,29
ENSMUSG00000022106.14,1739,1441,1940,1541,1820,2294,2443,2056
ENSMUSG00000090706.1,2,0,0,0,1,0,1,0
ENSMUSG00000022105.6,2828,2119,3118,2641,3965,4820,4073,3985
ENSMUSG00000076121.1,2,0,0,0,0,0,0,0
ENSMUSG00000033446.7,227,184,328,224,231,324,373,215
ENSMUSG00000115573.1,16,12,17,5,14,5,25,7
ENSMUSG00000022108.8,34626,27247,41272,35285,36864,48756,45140,41306
ENSMUSG00000115530.1,0,0,0,0,0,0,0,0
ENSMUSG00000022109.6,1591,1372,1780,1377,1541,2201,2117,1941
ENSMUSG00000033405.4,120,99,151,127,170,150,199,190
ENSMUSG00000022110.13,12229,10019,12752,10492,12666,17478,16976,16027
ENSMUSG00000096463.1,0,0,0,0,0,0,0,0
ENSMUSG00000115088.1,0,2,5,2,2,5,7,9
ENSMUSG00000115289.1,6,16,9,7,16,6,12,14
ENSMUSG00000093873.1,4,2,6,6,2,6,4,2
ENSMUSG00000075581.5,6,3,1,0,2,9,1,4
ENSMUSG00000115470.1,0,0,0,0,0,0,0,0
ENSMUSG00000089038.1,0,0,0,0,0,0,0,0
ENSMUSG00000057886.5,0,0,0,1,0,0,0,0
ENSMUSG00000115559.1,0,0,0,0,0,0,0,0
ENSMUSG00000115704.1,1,0,6,0,0,2,3,2
ENSMUSG00000115411.1,3,0,0,1,0,1,0,0
ENSMUSG00000115845.1,0,6,5,6,2,1,0,2
ENSMUSG00000115427.1,0,0,0,0,0,2,2,0
ENSMUSG00000115449.1,0,0,0,0,2,0,1,0
ENSMUSG00000034997.5,4029,3723,6620,5800,6802,8022,8801,10090
ENSMUSG00000115288.1,1,0,0,0,0,0,0,0
ENSMUSG00000021996.16,4359,3965,4640,3753,4340,6306,5778,5547
ENSMUSG00000068015.8,1078,887,1124,1047,1077,1402,1596,1572
ENSMUSG00000115002.1,0,0,0,0,0,0,0,0
ENSMUSG00000115019.1,0,0,0,0,0,0,0,0
ENSMUSG00000034959.8,97,94,142,126,136,160,206,156
ENSMUSG00000021997.4,8,0,2,2,15,11,3,2
ENSMUSG00000021998.16,753,527,786,521,854,924,974,838
ENSMUSG00000089733.1,0,0,0,0,0,0,0,0
ENSMUSG00000090054.1,0,0,0,0,0,0,0,0
ENSMUSG00000021999.9,20,11,18,11,15,14,13,15
ENSMUSG00000104689.1,0,0,0,0,0,0,0,0
ENSMUSG00000115789.1,0,1,0,0,1,0,0,0
ENSMUSG00000022000.11,6842,5687,7716,6675,6856,10112,9902,9796
ENSMUSG00000115615.1,0,0,5,2,2,3,0,1
ENSMUSG00000091722.2,1220,1109,1472,1139,1308,1864,1922,1741
ENSMUSG00000034913.10,1,1,0,0,2,5,2,0
ENSMUSG00000022002.2,1,0,0,0,0,0,0,0
ENSMUSG00000064394.1,0,0,0,0,0,0,0,0
ENSMUSG00000034893.9,2861,2279,3040,2403,2634,3648,3549,3375
ENSMUSG00000089405.1,0,0,0,0,1,0,0,0
ENSMUSG00000022003.7,495,284,469,371,453,481,452,494
ENSMUSG00000115458.1,0,0,0,0,0,0,0,0
ENSMUSG00000085829.1,231,214,315,198,213,271,302,270
ENSMUSG00000060126.14,19622,15623,22496,17847,22030,28204,26995,24172
ENSMUSG00000065147.1,11,12,4,6,6,12,4,23
ENSMUSG00000067995.4,807,774,1017,769,930,1381,1255,1078
ENSMUSG00000046523.5,1457,1708,2097,2072,1816,2913,2775,2331
ENSMUSG00000065799.1,1,2,1,1,5,6,1,4
ENSMUSG00000022008.4,3785,3061,4521,3678,4064,4967,5495,5182
ENSMUSG00000022009.1,790,752,1015,808,903,1377,1288,1072
ENSMUSG00000095427.2,2,9,11,3,1,10,4,1
ENSMUSG00000115625.1,0,0,0,0,0,0,0,0
ENSMUSG00000022010.19,32252,29466,40517,33228,34043,45007,46925,41129
ENSMUSG00000115092.1,1,3,0,0,1,1,0,4
ENSMUSG00000052584.10,2737,2573,3778,2910,3377,4157,4440,3859
ENSMUSG00000115143.1,3,1,9,7,10,3,10,1
ENSMUSG00000101009.6,3,2,7,8,1,9,9,8
ENSMUSG00000115709.1,14,9,14,54,5,28,1,6
ENSMUSG00000115817.1,4,1,0,0,0,2,0,4
ENSMUSG00000115353.1,0,0,2,0,0,1,0,2
ENSMUSG00000115596.1,0,0,0,0,0,0,3,0
ENSMUSG00000115303.1,0,0,0,0,0,0,0,0
ENSMUSG00000044350.14,286,303,333,286,301,335,412,323
ENSMUSG00000034795.14,58,35,68,55,123,113,69,127
ENSMUSG00000022012.9,2014,1854,2395,2159,3128,3234,3438,3197
ENSMUSG00000063556.5,6,7,1,2,2,7,1,1
ENSMUSG00000115733.1,0,0,0,0,0,0,0,0
ENSMUSG00000115244.1,0,0,2,0,0,0,0,0
ENSMUSG00000067973.11,0,0,0,0,0,1,0,0
ENSMUSG00000084431.1,0,0,0,0,0,0,0,0
ENSMUSG00000089365.1,6,3,4,0,1,18,9,10
ENSMUSG00000115363.1,0,0,0,0,0,0,0,0
ENSMUSG00000115257.1,0,0,0,1,0,6,1,5
ENSMUSG00000075512.5,0,0,0,0,0,2,0,0
ENSMUSG00000022013.4,3926,3122,3923,3662,3938,5337,5508,5104
ENSMUSG00000022014.15,35,34,42,23,23,40,42,38
ENSMUSG00000115517.1,2,0,0,0,0,0,1,0
ENSMUSG00000092272.1,0,0,0,0,0,0,0,0
ENSMUSG00000115519.1,0,0,0,0,0,0,0,0
ENSMUSG00000045655.9,0,0,0,0,0,0,0,1
ENSMUSG00000087932.1,0,0,0,0,0,0,0,0
ENSMUSG00000115552.1,0,0,0,0,0,0,0,0
ENSMUSG00000080402.1,0,0,0,0,0,0,0,0
ENSMUSG00000022015.8,0,4,1,1,4,2,5,0
ENSMUSG00000092774.1,0,0,0,0,0,0,0,0
ENSMUSG00000115450.1,0,0,0,0,0,0,0,0
ENSMUSG00000022016.16,25011,19190,29349,25516,25143,32992,33776,34961
ENSMUSG00000034731.11,9173,6109,10612,10733,10531,14749,11950,16106
ENSMUSG00000115087.1,0,0,0,2,1,0,0,0
ENSMUSG00000084447.1,0,0,0,0,0,0,0,0
ENSMUSG00000115107.1,0,0,2,0,0,0,0,0
ENSMUSG00000115514.1,0,0,4,6,0,4,0,4
ENSMUSG00000115305.1,0,0,0,0,0,0,0,0
ENSMUSG00000115290.1,1,0,0,0,2,0,0,0
ENSMUSG00000058997.8,3255,2630,3371,2923,2765,3822,3689,3737
ENSMUSG00000115090.1,0,1,0,2,4,0,2,0
ENSMUSG00000115539.1,4,0,2,0,0,0,2,0
ENSMUSG00000115643.1,0,1,2,0,0,1,0,0
ENSMUSG00000115637.1,21,5,9,11,9,18,26,20
ENSMUSG00000115167.1,0,0,0,0,0,0,7,0
ENSMUSG00000115111.1,2,2,3,3,5,2,6,2
ENSMUSG00000071262.10,4,8,4,6,2,7,8,7
ENSMUSG00000115045.1,0,0,0,0,0,0,0,0
ENSMUSG00000022018.7,685,498,827,458,749,746,870,711
ENSMUSG00000022020.15,379,287,343,316,349,497,403,448
ENSMUSG00000022022.3,570,470,695,647,523,741,705,749
ENSMUSG00000043881.9,4259,3594,5176,4045,4606,6244,6414,5966
ENSMUSG00000075502.2,64,44,72,73,59,133,118,123
ENSMUSG00000022023.6,3709,3194,4519,3602,4202,5907,5793,5160
ENSMUSG00000036461.16,435,327,524,464,567,579,530,565
ENSMUSG00000093684.2,0,0,0,0,0,0,0,0
ENSMUSG00000022024.10,8192,6688,9466,8472,8471,11603,10718,11529
ENSMUSG00000022025.13,47,31,67,34,40,40,65,57
ENSMUSG00000115740.1,0,0,0,0,0,0,0,0
ENSMUSG00000115422.1,30,12,23,14,26,23,13,16
ENSMUSG00000076453.1,0,0,0,0,0,0,0,0
ENSMUSG00000036422.10,2880,2972,4824,3551,3334,3926,4579,3188
ENSMUSG00000102774.1,12,6,10,10,3,14,10,9
ENSMUSG00000097927.2,10,9,8,4,4,18,13,8
ENSMUSG00000095959.2,1,0,0,0,0,0,1,0
ENSMUSG00000115190.1,7,0,12,12,2,10,4,3
ENSMUSG00000115291.1,0,0,0,2,0,0,0,0
ENSMUSG00000022026.7,30,37,61,55,51,61,49,36
ENSMUSG00000115334.1,0,0,0,0,0,1,0,0
ENSMUSG00000098125.1,0,0,0,0,0,0,0,0
ENSMUSG00000115036.1,0,0,0,0,1,0,0,0
ENSMUSG00000115346.1,0,0,0,0,0,0,0,0
ENSMUSG00000115716.1,0,0,0,0,0,0,0,0
ENSMUSG00000115297.1,0,0,0,0,0,0,0,0
ENSMUSG00000115542.1,0,0,5,0,0,0,0,0
ENSMUSG00000115465.1,0,0,0,0,0,0,0,0
ENSMUSG00000115455.1,0,0,0,0,0,0,0,0
ENSMUSG00000115385.1,0,0,0,0,0,0,0,0
ENSMUSG00000115175.1,0,0,0,0,0,1,0,0
ENSMUSG00000115731.1,0,0,0,0,0,0,0,0
ENSMUSG00000115476.1,0,0,0,0,0,0,0,0
ENSMUSG00000115825.1,0,0,0,0,0,0,0,0
ENSMUSG00000089266.1,0,0,0,0,0,0,0,0
ENSMUSG00000115051.1,0,0,0,0,0,0,0,0
ENSMUSG00000115847.1,0,0,1,0,0,0,0,1
ENSMUSG00000115031.1,0,0,0,0,0,0,0,0
ENSMUSG00000088009.1,0,0,0,0,0,0,0,0
ENSMUSG00000115393.1,0,0,0,0,0,0,0,0
